STUFFID,bibtex,author,year,ref_title,ref_journal,ref_volume,ref_page,ref_doi,no1,no2,type1,ref1,type2,ref2,notes_stim,data_name,nonling,language,notes_lang,language_glotto,notes_glotto,population,notes_var,accuracy,ambiguity,aoa,arousal,assoc,category,cloze,complex,concrete,confusion,context,dist,dominate,easelearn,familiar,freq,gpc,identify,identifyld,identifyn,imageagree,imagevar,imagine,intense,letters,meaning,modality,morph,nameagree,orthon,phonemes,phonon,pos,prime,pronounce,recall,recognition,rime,rt,semantic,sensory,sentcomp,similar,syllables,syntax,typical,valence,visualcomp,wordcomp
94,Izura2005,"Izura, Hernandez-Munoz, & Ellis",2005,Category norms for 500 Spanish words in five semantic categories,Behavior Research Methods,37,385--397,10.3758/BF03192708,500,5,Words,,Categories,,,,0,Spanish,,stan1288,,,Lexical availability,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,Izura2012,Izura & Playfoot,2012,A normative study of acronyms and acronym naming,Behavior Research Methods,44,862--889,10.3758/s13428-011-0175-8,146,,Other,"Acronyms from Oxford English Dictionary and the Acronyms, Initialisms, and Abbreviations Dictionary",,,Acronyms,,0,English,,stan1293,,,Voicing charateristics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Janschewitz2008,Janscherwitz,2008,"Taboo, emotionally valenced, and emotionally neutral word norms",Behavior Research Methods,40,1065--1074,10.3758/BRM.40.4.1065,460,,Words,ANEW: Bradley & Lang (1999),,,,,0,English,,stan1293,,,Inappropriateness,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,Janssen2011,"Janssen, Pejtas, & Caramazza",2011,"A set of 150 pictures with morphologically complex English compound names: Norms for name agreement, familiarity, image agreement, and visual complexity",Behavior Research Methods,43,478--490,10.3758/s13428-011-0065-0,150,150,Pictures,"Google image search, ArtExplosion (1998); Cycowicz, Friedman, Rothstein, & Snodgrass (1997)",Words,"CELEX: Baayen, Piepenbrock, & Gulikers (1995)",,,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,Ji2008,"Ji, Lemaire, Choo, & Ploux",2008,"Testing the cognitive relevance of a geometric model on a word association task: a comparison of humans, ACOM, and LSA",Behavior Research Methods,40,926--934, 10.3758/BRM.40.4.926,90,,Words,Hirsh & Tree (2001),,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Griffin1999,Griffin,1999,Frequency of meaning use for ambiguous and unambiguous words,"Behavior Research Methods, Instruments, & Computers",31,520--530,10.3758/BF03200731,211,,Words,,,,Ambiguous and unambiguous words,,0,English,,stan1293,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Nickerson1984,Nickerson & Cartwright,1984,The University of Colorado meaning norms,"Behavior Research Methods, Instruments, & Computers",16,355--382,10.3758/BF03202462,90,,Words,,,,,,0,English,,stan1293,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Roberts1968,Roberts,1968,Meaningfulness of Underwood and Richardsons (1956a) sense impression descriptive adjectives,Psychonomic Science,13,121--122,,40,,Words,,,,Sense adjectives,,0,English,,stan1293,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Solso1971,Solso,1971,Meaningfulness of colors,Psychonomic Science,23,301--303,,10,10,Other,Colors,Words,,Color words,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Bullinaria2012,Bullinaria & Levy,2012,"Extracting semantic representations from word co-occurrence statistics: stop-lists, stemming and svd",Behavior Research Methods,44,890--907,10.3758/s13428-011-0183-8,,,Words,TOEFL test words,,,Test of English as a Foreign Language (Educational Testing Service),,0,English,,stan1293,,,Stop-lists,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,Bloom1980,Bloom & Fischler,1980,Completion norms for 329 sentence contexts,Memory & Cognition,8,631--642,10.3758/BF03213783,329,,Cloze/Sentences,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,Erickson1987,"Erickson, Gaffney & Heath",1987,Difficulty and familiarity norms for 192 single-solution word fragments,"Behavior Research Methods, Instruments, & Computers",19,370--376,10.3758/BF03202580,192,,Words,,,,Word Fragments,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,Gibson1993,Gibson & Brooks,1993,"A collection of 4,741 word fragments that have unique completions with respect to 146,205 words","Behavior Research Methods, Instruments, & Computers",25,434--454,10.3758/BF03204542,4741,,Words,,,,Word Fragments,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,Gibson1988,Gibson & Watkins,1988,"A pool of 1,086 words with unique two-letter fragments","Behavior Research Methods, Instruments, & Computers",20,390--397,10.3758/BF03202683,1086,,Words,,,,Word Fragments,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,Graf1987,Graf & Williams,1987,Completion norms for 40 three-letter word stems,"Behavior Research Methods, Instruments, & Computers",19,422--445,10.3758/BF03205611,40,,Words,,,,3 letter word stems,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,Hamberger1996,"Hamberger, Friedman, & Rosen",1996,Completion norms collected from younger and older adults for 198 sentence contexts,"Behavior Research Methods, Instruments, & Computers",28,102--108,10.3758/BF03203644,198,,Cloze/Sentences,,,,,,0,English,,stan1293,,Younger and older adults,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,Olson1967,Olson & Schwartz,1967,Single and multiple solution five-letter words,Psychonomic Monograph Supplements,2,105--152,,3,,Other,,,,Lists of 5 letter words,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,Schwanenflugel1986,Schwanenflugel,1986,Completion norms for final words of sentences using a multiple production measure,"Behavior Research Methods, Instruments, & Computers",18,363--371,10.3758/BF03204419,,,Cloze/Sentences,Bloom & Fischler (1980),,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,Shaw1997,Shaw,1997,Unprimed stem completion is only moderately predicted by word frequency and length,"Behavior Research Methods, Instruments, & Computers",29,401--424,10.3758/BF03200594,914,,Words,,,,Word Fragments,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,Tresselt1966,Tresselt & Mayzner,1966,Normative solution times for a sample of 134 solution words and 378 associated anagrams,Psychonomic Monograph Supplements,1,293--298,,134,378,Words,,Anagrams,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,Berndt1987,"Berndt, Reggia, & Mitchum",1987,Empirically derived probabilities for grapheme-to-phoneme correspondences in English,Behavior Research Methods & Instrumentation,19,1--9,10.3758/BF03207663,17310,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Cowan1986,Cowan,1986,A matrix of consonant-cluster-free monosyllabic words in English,"Behavior Research Methods, Instruments, & Computers",18,434--446,10.3758/BF03201406,,,Phonemes,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Martin1981,"Martin, Jones, Nelson, & Nelson",1981,Heteronyms and polyphones: Categories of words with multiple phonemic representations,Behavior Research Methods & Instrumentation,13,299--307,10.3758/BF03202018,114,246,Homo/Heteronyms,,Other,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Ziegler1997,"Ziegler, Stone, & Jacobs",1997,What is the pronunciation for -ough and the spelling for lui? A database for computing feedforward and feedback consistency in English,"Behavior Research Methods, Instruments, & Computers",29,600--618,10.3758/BF03210615,2694,,Words,Kucera & Francis (1967),,,Monosyllabic words,,0,English,,stan1293,,,Examined feed forward (multiple ways to pronounce a spelling) and feedback inconsistency (multiple ways to spell a pronunciation).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Kerr1991,Kerr & Johnson,1991,"Word norms for blind and sighted subjects: Familiarity, concreteness, meaningfulness, imageability, imagery modality, and word associations","Behavior Research Methods, Instruments, & Computers",23,461--485,10.3758/BF03209988,161,,Words,,,,Nouns,,0,English,,stan1293,,Blind participants,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Altarriba1999,"Altarriba, Bauer, & Benvenuto",1999,"Concreteness, context availability, and imageability ratings and word associations for abstract, concrete, and emotion words","Behavior Research Methods, Instruments, & Computers",31,578--602,10.3758/BF03200738,326,,Words,,,,"Abstract, concrete, and emotion words",,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Benjafield1993,"Benjafield, Frommhold, Keenan, Muckenheim, & Mueller",1993,"Imagery, concreteness, goodness, and familiarity ratings for 500 proverbs sampled from the Oxford Dictionary of English Proverbs","Behavior Research Methods, Instruments, & Computers",25,27--40,10.3758/BF03204446,500,,Cloze/Sentences,,,,Proverbs,,0,English,,stan1293,,,Goodness,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Johnston2010,"Johnston, Dent, Humphreys, & Barry",2010,British-English norms and naming times for a set of 539 pictures: the role of age of acquisition,Behavior Research Methods,42,461--490,10.3758/BRM.42.2.461,539,,Pictures,"Bates, Federmeier, Herron, Iyer, Jacobsen, & Pechmann (2000)",,,,,1,English,,stan1293,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
123,JØRGENSEN2010,"Jorgensen, Dale, Bleses, & Fenson",2010,CLEX: A cross-linguistic lexical norms database*,Journal of Child Language,37,419--428,10.1017/S0305000909009544,,,Words,MacArthur-Bates Communicative Development Inventories,,,,CLEX,0,Multiple,"English, Danish, Swedish",,"stan1293, dani1285, swed1254",Early Childhood,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Juhasz2013,Juhasz & Yap,2012,"Sensory experience ratings for over 5,000 mono- and disyllabic words",Behavior Research Methods,45,160--168,10.3758/s13428-012-0242-9,2857,3000,Words,"Juhasz, Yap, Dicke, Taylor, & Gullick (2011)",Words,"Schock, Cortese, & Khanna (2012)",,,0,English,,stan1293,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
125,Kanske2010,Kanske & Kotz,2010,Leipzig Affective Norms for German: A reliability study,Behavior Research Methods,42,987--991,10.3758/BRM.42.4.987,1000,,Words,Kanske & Kotz (2007),,,,Leipzig Affective Norms for German (LANG),0,German,,stan1295,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,Kanske2011,Kanske & Kotz,2011,Cross-modal validation of the Leipzig Affective Norms for German (LANG),Behavior Research Methods,43,409--413,10.3758/s13428-010-0048-6,120,,Words,LANG: Kanske & Kotz (2010),,,,,0,German,,stan1295,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,Kealy2007,"Kealy, Ritzhaupt, & Spears",2007,Psychological norms for simple three-line graphic shapes,Behavior Research Methods,39,1012--1019,10.3758/BF03192998,24,,Line drawings,,,,,,1,English,,stan1293,,,Describability and availability,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Keuleers2010a,"Keuleers, Brysbaert, & New",2010,SUBTLEX-NL: A new measure for Dutch word frequency based on film subtitles,Behavior Research Methods,42,643--650,10.3758/BRM.42.3.643,14037,,Words,"CELEX: Baayen, Piepenbrock, & Gulikers (1995)",,,,SUBTLEX-NL,0,Dutch,,dutc1256,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,Benjafield1989,Benjafield & Muckenheim,1989,"Dates of entry and measures of imagery, concreteness, goodness, and familiarity for 1,046 words sampled from the Oxford English Dictionary","Behavior Research Methods, Instruments, & Computers",21,31--52,10.3758/BF03203869,1046,,Words,Oxford English Dictionary,,,,,0,English,,stan1293,,,Goodness,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Friendly1982,"Friendly, Franklin, Hoffman, & Rubin",1982,"The Toronto Word Pool: Norms for imagery, concreteness, orthographic variables, and grammatical usage for 1,080 words","Behavior Research Methods, Instruments, & Computers",14,375--399,10.3758/BF03203275,1080,,Words,,,,Toronto Word Pool,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Gilhooly1980a,Gilhooly & Logie,1980,"Age-of-acquisition, imagery, concreteness, familiarity, and ambiguity measures for 1,944 words",Behavior Research Methods & Instrumentation,12,395--427,10.3758/BF03201693,1944,,Words,,Anagrams,,Five letter words,,0,English,,stan1293,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Gilhooly1977,Gilhooly & Hay,1977,"Imagery, concreteness, age-of-acquisition, familiarity, and meaningfulness values for 205 five-letter words having single-solution anagrams",Behavior Research Methods & Instrumentation,9,12--17,10.3758/BF03202210,1944,,Words,,,,,,0,English,,stan1293,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Gilhooly1980,Gilhooly & Logie,1980,"Meaning-dependent ratings of imagery, age of acquisition, familiarity, and concreteness for 387 ambiguous words",Behavior Research Methods & Instrumentation,12,428--450,10.3758/BF03201694,387,,Words,,,,Ambiguous words,,0,English,,stan1293,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Hunt1978,Hunt,1978,Imagery values for taxonomic-category names,Behavior Research Methods & Instrumentation,10,750--752,10.3758/BF03205394,90,,Categories,,,,,,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Stration1975,"Stratton, Jacobus, & Brinley",1975,"Age-of-acquisition, imagery, familiarity and meaningfulness norms for 543 words",Behavior Research Methods & Instrumentation,7,1--6,10.3758/BF03201278,543,,Words,,,,5 and 6 letter words,,0,English,,stan1293,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Walker1970,Walker,1970,Imagery ratings for 338 nouns,Behavior Research Methods & Instrumentation,2,165--167,10.3758/BF03209293,338,,Words,,,,Nouns,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Bestgen2012,Bestgen & Vincze,2012,Checking and bootstrapping lexical norms by means of word similarity indexes,Behavior Research Methods,44,998--1006,10.3758/s13428-012-0195-z,1944,1034,Words,Gilhooly & Logie (1980),Words,ANEW: Bradley & Lang (1999),,,0,English,,stan1293,,,,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,Bird2001,"Bird, Franklin, & Howard",2001,"Age of acquisition and imageability ratings for a large set of words, including verbs and function words","Behavior Research Methods, Instruments, & Computers",33,73--79,10.3758/BF03195349,2645,,Words,MRC Psycholinguistic Database: Coltheart (1981); Wilson (1988),,,,,0,British English,,stan1293,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Chiarello1999,"Chiarello, Shears, & Lund",1999,Imageability and distributional typicality measures of nouns and verbs in contemporary English,"Behavior Research Methods, Instruments, & Computers",31,603--637,10.3758/BF03200739,1197,,Words,,,,"Nouns, Verbs",,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
141,McDougall1999,"McDougall, Curry, & de Bruijn",1999,"Measuring symbol and icon characteristics: Norms for concreteness, complexity, meaningfulness, familiarity, and semantic distance for 239 symbols","Behavior Research Methods, Instruments, & Computers",31,487--591,10.3758/BF03200730,329,,Symbols/Icons,Various sources,,,,ESPbase,1,English,,stan1293,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
142,Keuleers2010,Keuleers & Brysbaert,2010,Wuggy: A multilingual pseudoword generator,Behavior Research Methods,42,627--633,10.3758/BRM.42.3.627,,,Other,,,,,Wuggy,1,Multiple,"Dutch, English, German, French, Spanish, Serbian, Basque",,"dutc1256, stan1293, stan1295, stan1290, stan1288, serb1264, basq1248",,"Creates pseudowords based on real words by matching length of subsyllabic segments, letter length, transition frequencies, and subsyllabic segments",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
143,Khanna2011,Khanna & Cortese,2011,"Age of acquisition estimates for 1,208 ambiguous and polysemous words",Behavior Research Methods,43,89--96,10.3758/s13428-010-0027-y,1208,,Words,"Nelson, McEvoy, & Schreiber (2004)",,,Pairs of ambiguous and polysemous words,,0,English,,stan1293,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Kievit-Kylar2012,Kievit-Kylar & Jones,2012,Visualizing multiple word similarity measures,Behavior Research Methods,44,656--674,10.3758/s13428-012-0236-7,,,Other,,,,22 common similarity-based metrics are used for visualizing semantic relations among words in a text corpus.,Word-2-Word visualization package,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,Muncer2011,Muncer & Knight,2011,The syllable effect in anagram solution: unrecognised evidence from past studies,Journal of Psycholinguistic Research,40,111--118,10.1007/s10936-010-9159-6,,,Other,,,,,Bigram Calculator,1,English,,stan1293,,,Anagrams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,Kremer2011,Kremer & Baroni,2011,A set of semantic norms for German and Italian,Behavior Research Methods,43,97--109,10.3758/s13428-010-0028-x,50,,Words,"McRae, Cree, Seidenberg, & McNorgan (2005)",,,,,0,Multiple,"German, Italian",,"stan1295, ital1282",,Feature production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147,Ktori2008,"Ktori, van Heuven, & Pitchford",2008,GreekLex: A lexical database of Modern Greek,Behavior Research Methods,40,773--783,10.3758/BRM.40.3.773,35304,,Words,"HNC: Hatzigeorgiu, Gavrilidou, Piperidis, Carayannis, Papakostopoulou, Spiliotopoulou, Vacalopoulou, Labropoulou, Mantzari, Papageorgiou, & Demiros (2000)",,,,GreekLex,0,Greek,,gree1276,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Lahl2006,Lahl & Pietrowsky,2006,EQUIWORD: A software application for the automatic creation of truly equivalent word lists,Behavior Research Methods,38,146--152,10.3758/BF03192760,,,Other,,,,,EQUIWORD,1,English,,stan1293,,,Automates the creation of word lists that are truly parallel in mathematiecal attributes,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,Lahl2009,"Lahl, Goritz, Pietrowsky, & Rosenberg",2009,"Using the World-Wide Web to obtain large-scale word norms: 190,212 ratings on a set of 2,654 German nouns",Behavior Research Methods,41,13--90,10.3758/BRM.41.1.13,2654,,Words,Institute of German Language and Linguistics of the Humbolt University of Berlin Corpus,,,,,0,German,,stan1295,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,Lete2004,"Lete, Sprenger-Charolles, & Cole",2004,MANULEX: A grade-level lexical database from French elementary school readers,"Behavior Research Methods, Instruments, & Computers",36,156--166,10.3758/BF03195560,72698,,Words,,,,,MANULEX,0,French,,stan1290,,French elementary school students,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Leung2004,"Leung, Law, & Fung",2004,Type and token frequencies of phonological units in Hong Kong Cantonese,"Behavior Research Methods, Instruments, & Computers",36,500--505,10.3758/BF03195596,140000,,Syllables,HKCAC: Leung & Law (2002),,,Syllable-character units,,0,Chinese,,mand1415,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
153,Leveau2012,"Leveau, Jhean-Larose, Denhiere, & Nguyen",2012,Validating an interlingual metanorm for emotional analysis of texts,Behavior Research Methods,44,1007--1014,10.3758/s13428-012-0208-y,10782,,Words,,,,,EMONORM/EMOVAL,0,Multiple,"French, English, German, Spanish, Italian, Finnish",,"stan1290, stan1293, stan1295, stan1288, ital1282, finn1318",,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,Li2002,Li & MacWhinney,2002,PatPho: A phonological pattern generator for neural networks,"Behavior Research Methods, Instruments, & Computers",34,408--415,10.3758/BF03195469,39780,,Words," CELEX: Baayen, Piepenbrock, & Gulikers (1995)",,,,PatPho,0,English,,stan1293,,,Generates phonological patterns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
